id,source_file,target_table,portal_id,content_type,status_to_insert,title_ar,title_en,category,sort_order,already_imported,included_in_this_import,exclusion_reason
career-glossary-personal-branding,content-source/_normalized/career/glossary/career-glossary-personal-branding.json,career_glossary,career,glossary,draft,العلامة التجارية الشخصية,,المسار المهني,210,False,True,
career-glossary-portfolio-2,content-source/_normalized/career/glossary/career-glossary-portfolio-2.json,career_glossary,career,glossary,draft,معرض الأعمال,Portfolio,المسار المهني,470,False,True,
career-glossary-portfolio,content-source/_normalized/career/glossary/career-glossary-portfolio.json,career_glossary,career,glossary,draft,معرض الأعمال (البورتفوليو),,المسار المهني,220,False,True,
career-glossary-proof-of-work,content-source/_normalized/career/glossary/career-glossary-proof-of-work.json,career_glossary,career,glossary,draft,إثبات العمل,,المسار المهني,230,False,True,
career-glossary-remote-work-skills,content-source/_normalized/career/glossary/career-glossary-remote-work-skills.json,career_glossary,career,glossary,draft,مهارات العمل عن بعد,,المسار المهني,240,False,True,
career-glossary-remote-work,content-source/_normalized/career/glossary/career-glossary-remote-work.json,career_glossary,career,glossary,draft,العمل عن بعد,Remote Work,المسار المهني,480,False,True,
career-glossary-reskilling,content-source/_normalized/career/glossary/career-glossary-reskilling.json,career_glossary,career,glossary,draft,إعادة التأهيل المهني,,المسار المهني,250,False,True,
career-glossary-salary-negotiation,content-source/_normalized/career/glossary/career-glossary-salary-negotiation.json,career_glossary,career,glossary,draft,التفاوض على الراتب,,المسار المهني,260,False,True,
career-glossary-skill-gap-analysis,content-source/_normalized/career/glossary/career-glossary-skill-gap-analysis.json,career_glossary,career,glossary,draft,تحليل الفجوة في المهارات,,المسار المهني,270,False,True,
career-glossary-soft-skills-2,content-source/_normalized/career/glossary/career-glossary-soft-skills-2.json,career_glossary,career,glossary,draft,المهارات الناعمة,Soft Skills,المسار المهني,490,False,True,
career-glossary-soft-skills,content-source/_normalized/career/glossary/career-glossary-soft-skills.json,career_glossary,career,glossary,draft,المهارات الشخصية (الناعمة),,المسار المهني,280,False,True,
career-glossary-star-method-2,content-source/_normalized/career/glossary/career-glossary-star-method-2.json,career_glossary,career,glossary,draft,طريقة STAR,Star Method,المسار المهني,500,False,True,
career-glossary-star-method,content-source/_normalized/career/glossary/career-glossary-star-method.json,career_glossary,career,glossary,draft,طريقة ستار (STAR),STAR,المسار المهني,290,False,True,
career-glossary-transferable-skills,content-source/_normalized/career/glossary/career-glossary-transferable-skills.json,career_glossary,career,glossary,draft,المهارات القابلة للنقل,,المسار المهني,300,False,True,
career-glossary-upskilling,content-source/_normalized/career/glossary/career-glossary-upskilling.json,career_glossary,career,glossary,draft,تطوير المهارات,,المسار المهني,310,False,True,
career-glossary-work-life-balance,content-source/_normalized/career/glossary/career-glossary-work-life-balance.json,career_glossary,career,glossary,draft,التوازن بين العمل والحياة,,المسار المهني,320,False,True,
career-prompt-achievements-bullet-points,content-source/_normalized/career/prompts/career-prompt-achievements-bullet-points.json,career_prompts,career,prompt,draft,صياغة نقاط إنجاز للسيرة الذاتية,,المسار المهني,10,False,True,
career-prompt-career-growth-discussion,content-source/_normalized/career/prompts/career-prompt-career-growth-discussion.json,career_prompts,career,prompt,draft,مناقشة التطور المهني مع المدير,,المسار المهني,20,False,True,
career-prompt-career-shift-plan-2,content-source/_normalized/career/prompts/career-prompt-career-shift-plan-2.json,career_prompts,career,prompt,draft,خطة تغيير المسار,Career Shift Plan,المسار المهني,210,False,True,
career-prompt-career-shift-plan,content-source/_normalized/career/prompts/career-prompt-career-shift-plan.json,career_prompts,career,prompt,draft,خطة التحول المهني,,المسار المهني,30,False,True,
career-prompt-cover-letter-gen,content-source/_normalized/career/prompts/career-prompt-cover-letter-gen.json,career_prompts,career,prompt,draft,كتابة خطاب مقدمة,Cover Letter Gen,المسار المهني,220,False,True,
career-prompt-cover-letter-generation,content-source/_normalized/career/prompts/career-prompt-cover-letter-generation.json,career_prompts,career,prompt,draft,كتابة خطاب مقدمة مقنع,,المسار المهني,40,False,True,
career-prompt-cv-review,content-source/_normalized/career/prompts/career-prompt-cv-review.json,career_prompts,career,prompt,draft,مراجعة السيرة الذاتية,Cv Review,المسار المهني,230,False,True,
career-prompt-cv-tailoring,content-source/_normalized/career/prompts/career-prompt-cv-tailoring.json,career_prompts,career,prompt,draft,تخصيص السيرة الذاتية للوظيفة,,المسار المهني,50,False,True,
career-prompt-elevator-pitch-creation,content-source/_normalized/career/prompts/career-prompt-elevator-pitch-creation.json,career_prompts,career,prompt,draft,صياغة العرض التعريفي السريع,,المسار المهني,60,False,True,
career-prompt-ethical-ai-application,content-source/_normalized/career/prompts/career-prompt-ethical-ai-application.json,career_prompts,career,prompt,draft,الاستخدام الأخلاقي للذكاء الاصطناعي في التوظيف,,المسار المهني,70,False,True,
career-prompt-follow-up-after-interview,content-source/_normalized/career/prompts/career-prompt-follow-up-after-interview.json,career_prompts,career,prompt,draft,رسالة متابعة بعد المقابلة,,المسار المهني,80,False,True,
career-prompt-freelance-proposal,content-source/_normalized/career/prompts/career-prompt-freelance-proposal.json,career_prompts,career,prompt,draft,كتابة عرض عمل حر (Proposal),Proposal,المسار المهني,90,False,True,
career-prompt-handling-rejection,content-source/_normalized/career/prompts/career-prompt-handling-rejection.json,career_prompts,career,prompt,draft,الرد على رسالة رفض وظيفي,,المسار المهني,100,False,True,
career-prompt-interview-prep-star,content-source/_normalized/career/prompts/career-prompt-interview-prep-star.json,career_prompts,career,prompt,draft,التحضير للمقابلة بطريقة ستار,,المسار المهني,110,False,True,
career-prompt-interview-prep,content-source/_normalized/career/prompts/career-prompt-interview-prep.json,career_prompts,career,prompt,draft,التحضير للمقابلة,Interview Prep,المسار المهني,240,False,True,
career-prompt-job-search-keywords,content-source/_normalized/career/prompts/career-prompt-job-search-keywords.json,career_prompts,career,prompt,draft,استخراج الكلمات المفتاحية للبحث,,المسار المهني,120,False,True,
career-prompt-linkedin-summary-2,content-source/_normalized/career/prompts/career-prompt-linkedin-summary-2.json,career_prompts,career,prompt,draft,ملخص لينكد إن,Linkedin Summary,المسار المهني,250,False,True,
career-prompt-linkedin-summary,content-source/_normalized/career/prompts/career-prompt-linkedin-summary.json,career_prompts,career,prompt,draft,كتابة ملخص احترافي للينكد إن,,المسار المهني,130,False,True,
career-prompt-mock-interview-simulation,content-source/_normalized/career/prompts/career-prompt-mock-interview-simulation.json,career_prompts,career,prompt,draft,محاكاة مقابلة عمل,,المسار المهني,140,False,True,
career-prompt-networking-message,content-source/_normalized/career/prompts/career-prompt-networking-message.json,career_prompts,career,prompt,draft,رسالة تواصل مهني على لينكد إن,,المسار المهني,150,False,True,
career-prompt-networking-msg,content-source/_normalized/career/prompts/career-prompt-networking-msg.json,career_prompts,career,prompt,draft,رسالة تشبيك,Networking Msg,المسار المهني,260,False,True,
career-prompt-portfolio-ideas-2,content-source/_normalized/career/prompts/career-prompt-portfolio-ideas-2.json,career_prompts,career,prompt,draft,أفكار لمعرض الأعمال,Portfolio Ideas,المسار المهني,270,False,True,
career-prompt-portfolio-ideas,content-source/_normalized/career/prompts/career-prompt-portfolio-ideas.json,career_prompts,career,prompt,draft,أفكار لمشاريع معرض الأعمال,,المسار المهني,160,False,True,
career-prompt-remote-work-readiness,content-source/_normalized/career/prompts/career-prompt-remote-work-readiness.json,career_prompts,career,prompt,draft,تقييم الجاهزية للعمل عن بعد,,المسار المهني,170,False,True,
career-prompt-resignation-letter,content-source/_normalized/career/prompts/career-prompt-resignation-letter.json,career_prompts,career,prompt,draft,كتابة خطاب استقالة,,المسار المهني,180,False,True,
career-prompt-salary-negotiation-script,content-source/_normalized/career/prompts/career-prompt-salary-negotiation-script.json,career_prompts,career,prompt,draft,سيناريو التفاوض على الراتب,,المسار المهني,190,False,True,
career-prompt-salary-negotiation,content-source/_normalized/career/prompts/career-prompt-salary-negotiation.json,career_prompts,career,prompt,draft,التفاوض على الراتب,Salary Negotiation,المسار المهني,280,False,True,
career-prompt-skill-gap-analysis,content-source/_normalized/career/prompts/career-prompt-skill-gap-analysis.json,career_prompts,career,prompt,draft,تحليل الفجوة في المهارات,,المسار المهني,200,False,True,
career-prompt-skills-gap,content-source/_normalized/career/prompts/career-prompt-skills-gap.json,career_prompts,career,prompt,draft,تحليل فجوة المهارات,Skills Gap,المسار المهني,290,False,True,
career-prompt-star-answer,content-source/_normalized/career/prompts/career-prompt-star-answer.json,career_prompts,career,prompt,draft,إجابة STAR,Star Answer,المسار المهني,300,False,True,
career-resource-behance,content-source/_normalized/career/resources/career-resource-behance.json,career_resources,career,resource,draft,بيهانس,,المسار المهني,10,False,True,
career-resource-career-advice,content-source/_normalized/career/resources/career-resource-career-advice.json,career_resources,career,resource,draft,نصائح مهنية,Career Advice,المسار المهني,210,False,True,
career-resource-coursera,content-source/_normalized/career/resources/career-resource-coursera.json,career_resources,career,resource,draft,كورسيرا,,المسار المهني,20,False,True,
career-resource-cover-letter-examples,content-source/_normalized/career/resources/career-resource-cover-letter-examples.json,career_resources,career,resource,draft,نماذج خطابات مقدمة,Cover Letter Examples,المسار المهني,220,False,True,
career-resource-cv-templates,content-source/_normalized/career/resources/career-resource-cv-templates.json,career_resources,career,resource,draft,قوالب سيرة ذاتية,Cv Templates,المسار المهني,230,False,True,
career-resource-edx,content-source/_normalized/career/resources/career-resource-edx.json,career_resources,career,resource,draft,إي دي إكس,,المسار المهني,30,False,True,
career-resource-github,content-source/_normalized/career/resources/career-resource-github.json,career_resources,career,resource,draft,جيت هب,,المسار المهني,40,False,True,
career-resource-glassdoor,content-source/_normalized/career/resources/career-resource-glassdoor.json,career_resources,career,resource,draft,جلاس دور,,المسار المهني,50,False,True,
career-resource-harvard-career-services,content-source/_normalized/career/resources/career-resource-harvard-career-services.json,career_resources,career,resource,draft,خدمات التوظيف بجامعة هارفارد,,المسار المهني,60,False,True,
career-resource-hunter-io,content-source/_normalized/career/resources/career-resource-hunter-io.json,career_resources,career,resource,draft,هانتر,,المسار المهني,70,False,True,
career-resource-indeed,content-source/_normalized/career/resources/career-resource-indeed.json,career_resources,career,resource,draft,إنديد,,المسار المهني,80,False,True,
career-resource-interview-query,content-source/_normalized/career/resources/career-resource-interview-query.json,career_resources,career,resource,draft,إنترفيو كويري,,المسار المهني,90,False,True,
career-resource-interview-questions,content-source/_normalized/career/resources/career-resource-interview-questions.json,career_resources,career,resource,draft,أسئلة المقابلات,Interview Questions,المسار المهني,240,False,True,
career-resource-job-boards,content-source/_normalized/career/resources/career-resource-job-boards.json,career_resources,career,resource,draft,منصات التوظيف,Job Boards,المسار المهني,250,False,True,
career-resource-jobscan,content-source/_normalized/career/resources/career-resource-jobscan.json,career_resources,career,resource,draft,جوب سكان,,المسار المهني,100,False,True,
career-resource-linkedin-guide,content-source/_normalized/career/resources/career-resource-linkedin-guide.json,career_resources,career,resource,draft,دليل لينكد إن,Linkedin Guide,المسار المهني,260,False,True,
career-resource-linkedin-learning,content-source/_normalized/career/resources/career-resource-linkedin-learning.json,career_resources,career,resource,draft,دورات لينكد إن التعليمية,,المسار المهني,110,False,True,
career-resource-meetup,content-source/_normalized/career/resources/career-resource-meetup.json,career_resources,career,resource,draft,ميت أب,,المسار المهني,120,False,True,
career-resource-my-interview-practice,content-source/_normalized/career/resources/career-resource-my-interview-practice.json,career_resources,career,resource,draft,ماي إنترفيو براكتس,,المسار المهني,130,False,True,
career-resource-novoresume,content-source/_normalized/career/resources/career-resource-novoresume.json,career_resources,career,resource,draft,نوفو ريزومي,,المسار المهني,140,False,True,
career-resource-payscale,content-source/_normalized/career/resources/career-resource-payscale.json,career_resources,career,resource,draft,باي سكيل,,المسار المهني,150,False,True,
career-resource-portfolio-builder,content-source/_normalized/career/resources/career-resource-portfolio-builder.json,career_resources,career,resource,draft,منشئ معارض الأعمال,Portfolio Builder,المسار المهني,270,False,True,
career-resource-pramp,content-source/_normalized/career/resources/career-resource-pramp.json,career_resources,career,resource,draft,برامب,,المسار المهني,160,False,True,
career-resource-remote-jobs,content-source/_normalized/career/resources/career-resource-remote-jobs.json,career_resources,career,resource,draft,وظائف عن بعد,Remote Jobs,المسار المهني,280,False,True,
career-resource-remote-ok,content-source/_normalized/career/resources/career-resource-remote-ok.json,career_resources,career,resource,draft,ريموت أوكيه,,المسار المهني,170,False,True,
career-resource-salary-calculator,content-source/_normalized/career/resources/career-resource-salary-calculator.json,career_resources,career,resource,draft,حاسبة الرواتب,Salary Calculator,المسار المهني,290,False,True,
career-resource-skills-courses,content-source/_normalized/career/resources/career-resource-skills-courses.json,career_resources,career,resource,draft,دورات تطوير المهارات,Skills Courses,المسار المهني,300,False,True,
career-resource-the-muse,content-source/_normalized/career/resources/career-resource-the-muse.json,career_resources,career,resource,draft,ذا ميوز,,المسار المهني,180,False,True,
career-resource-upwork,content-source/_normalized/career/resources/career-resource-upwork.json,career_resources,career,resource,draft,أب وورك,,المسار المهني,190,False,True,
career-resource-zety,content-source/_normalized/career/resources/career-resource-zety.json,career_resources,career,resource,draft,زيتي,,المسار المهني,200,False,True,
career-lesson-ace-the-interview,content-source/_normalized/career/lessons/career-lesson-ace-the-interview.md,career_lessons,career,lesson,draft,النجاح في المقابلة الشخصية,Ace The Interview,المسار المهني,10,False,True,
career-lesson-ai-in-job-search,content-source/_normalized/career/lessons/career-lesson-ai-in-job-search.md,career_lessons,career,lesson,draft,استخدام الذكاء الاصطناعي في البحث عن وظيفة,Ai In Job Search,المسار المهني,20,False,True,
career-lesson-building-proof-of-work,content-source/_normalized/career/lessons/career-lesson-building-proof-of-work.md,career_lessons,career,lesson,draft,أهمية بناء إثبات العمل في مسيرتك,The Importance of Building Proof of Work,المسار المهني,30,False,True,
career-lesson-career-change-strategies,content-source/_normalized/career/lessons/career-lesson-career-change-strategies.md,career_lessons,career,lesson,draft,استراتيجيات للتحول المهني الناجح,Strategies for a Successful Career Change,المسار المهني,40,False,True,
career-lesson-career-transition,content-source/_normalized/career/lessons/career-lesson-career-transition.md,career_lessons,career,lesson,draft,الانتقال السلس لمسار مهني جديد,Career Transition,المسار المهني,170,False,True,
career-lesson-cover-letters-that-stand-out,content-source/_normalized/career/lessons/career-lesson-cover-letters-that-stand-out.md,career_lessons,career,lesson,draft,كتابة خطاب مقدمة متميز,Writing a Standout Cover Letter,المسار المهني,50,False,True,
career-lesson-cv-improvement,content-source/_normalized/career/lessons/career-lesson-cv-improvement.md,career_lessons,career,lesson,draft,تحسين السيرة الذاتية لنتائج أفضل,CV Improvement for Better Results,المسار المهني,60,False,True,
career-lesson-effective-job-search-systems,content-source/_normalized/career/lessons/career-lesson-effective-job-search-systems.md,career_lessons,career,lesson,draft,أنظمة فعالة للبحث عن عمل,Effective Job Search Systems,المسار المهني,70,False,True,
career-lesson-ethical-ai-job-search,content-source/_normalized/career/lessons/career-lesson-ethical-ai-job-search.md,career_lessons,career,lesson,draft,الاستخدام الأخلاقي للذكاء الاصطناعي في البحث عن عمل,Ethical Use of AI in Job Searching,المسار المهني,80,False,True,
career-lesson-interview-preparation-guide,content-source/_normalized/career/lessons/career-lesson-interview-preparation-guide.md,career_lessons,career,lesson,draft,الدليل الشامل للتحضير للمقابلات,Comprehensive Interview Preparation Guide,المسار المهني,90,False,True,
career-lesson-linkedin-mastery,content-source/_normalized/career/lessons/career-lesson-linkedin-mastery.md,career_lessons,career,lesson,draft,احتراف استخدام لينكد إن,Linkedin Mastery,المسار المهني,180,False,True,
career-lesson-linkedin-profile-optimization,content-source/_normalized/career/lessons/career-lesson-linkedin-profile-optimization.md,career_lessons,career,lesson,draft,بناء ملف شخصي احترافي على لينكد إن,Building a Professional LinkedIn Profile,المسار المهني,100,False,True,
career-lesson-mastering-star-stories,content-source/_normalized/career/lessons/career-lesson-mastering-star-stories.md,career_lessons,career,lesson,draft,إتقان قصص طريقة ستار (STAR),Mastering STAR Stories,المسار المهني,110,False,True,
career-lesson-networking-messaging,content-source/_normalized/career/lessons/career-lesson-networking-messaging.md,career_lessons,career,lesson,draft,فن كتابة رسائل التواصل المهني,The Art of Networking Messaging,المسار المهني,120,False,True,
career-lesson-perfect-cv,content-source/_normalized/career/lessons/career-lesson-perfect-cv.md,career_lessons,career,lesson,draft,كتابة السيرة الذاتية المثالية,Perfect Cv,المسار المهني,190,False,True,
career-lesson-portfolio-evidence,content-source/_normalized/career/lessons/career-lesson-portfolio-evidence.md,career_lessons,career,lesson,draft,بناء معرض أعمال كدليل إثبات,Building Portfolio Evidence,المسار المهني,130,False,True,
career-lesson-remote-work-readiness,content-source/_normalized/career/lessons/career-lesson-remote-work-readiness.md,career_lessons,career,lesson,draft,الاستعداد والنجاح في العمل عن بعد,Readiness and Success in Remote Work,المسار المهني,140,False,True,
career-lesson-salary-negotiation-basics,content-source/_normalized/career/lessons/career-lesson-salary-negotiation-basics.md,career_lessons,career,lesson,draft,أساسيات التفاوض على الراتب بثقة,Basics of Confident Salary Negotiation,المسار المهني,150,False,True,
career-lesson-skill-gap-planning,content-source/_normalized/career/lessons/career-lesson-skill-gap-planning.md,career_lessons,career,lesson,draft,التخطيط لسد الفجوة في المهارات,Skill Gap Planning,المسار المهني,160,False,True,
career-lesson-star-method-guide,content-source/_normalized/career/lessons/career-lesson-star-method-guide.md,career_lessons,career,lesson,draft,الدليل الشامل لطريقة STAR,Star Method Guide,المسار المهني,200,False,True,
digital-exams-glossary-adaptive-generation,content-source/_normalized/digital-exams/glossary/digital-exams-glossary-adaptive-generation.json,digital_exams_glossary,digital-exams,glossary,draft,التوليد التكيفي,,الاختبارات الرقمية,10,False,True,
digital-exams-glossary-certainty-assessment,content-source/_normalized/digital-exams/glossary/digital-exams-glossary-certainty-assessment.json,digital_exams_glossary,digital-exams,glossary,draft,تقييم اليقين,,الاختبارات الرقمية,20,False,True,
digital-exams-glossary-cognitive-reframing,content-source/_normalized/digital-exams/glossary/digital-exams-glossary-cognitive-reframing.json,digital_exams_glossary,digital-exams,glossary,draft,إعادة التأطير المعرفي,,الاختبارات الرقمية,30,False,True,
digital-exams-glossary-confidence-calibration,content-source/_normalized/digital-exams/glossary/digital-exams-glossary-confidence-calibration.json,digital_exams_glossary,digital-exams,glossary,draft,معايرة الثقة,,الاختبارات الرقمية,40,False,True,
digital-exams-glossary-deep-breathing,content-source/_normalized/digital-exams/glossary/digital-exams-glossary-deep-breathing.json,digital_exams_glossary,digital-exams,glossary,draft,التنفس العميق,,الاختبارات الرقمية,50,False,True,
digital-exams-glossary-distractors,content-source/_normalized/digital-exams/glossary/digital-exams-glossary-distractors.json,digital_exams_glossary,digital-exams,glossary,draft,المشتتات,,الاختبارات الرقمية,60,False,True,
digital-exams-glossary-double-checking,content-source/_normalized/digital-exams/glossary/digital-exams-glossary-double-checking.json,digital_exams_glossary,digital-exams,glossary,draft,المراجعة المزدوجة,,الاختبارات الرقمية,70,False,True,
digital-exams-glossary-educated-guess,content-source/_normalized/digital-exams/glossary/digital-exams-glossary-educated-guess.json,digital_exams_glossary,digital-exams,glossary,draft,التخمين المدروس,,الاختبارات الرقمية,80,False,True,
digital-exams-glossary-elimination-strategy,content-source/_normalized/digital-exams/glossary/digital-exams-glossary-elimination-strategy.json,digital_exams_glossary,digital-exams,glossary,draft,استراتيجية الاستبعاد,,الاختبارات الرقمية,90,False,True,
digital-exams-glossary-environmental-readiness,content-source/_normalized/digital-exams/glossary/digital-exams-glossary-environmental-readiness.json,digital_exams_glossary,digital-exams,glossary,draft,التهيئة المكانية,,الاختبارات الرقمية,100,False,True,
digital-exams-glossary-exam-simulation,content-source/_normalized/digital-exams/glossary/digital-exams-glossary-exam-simulation.json,digital_exams_glossary,digital-exams,glossary,draft,محاكاة الاختبار,,الاختبارات الرقمية,110,False,True,
digital-exams-glossary-gap-analysis,content-source/_normalized/digital-exams/glossary/digital-exams-glossary-gap-analysis.json,digital_exams_glossary,digital-exams,glossary,draft,تحليل الفجوات,,الاختبارات الرقمية,120,False,True,
digital-exams-glossary-instant-feedback,content-source/_normalized/digital-exams/glossary/digital-exams-glossary-instant-feedback.json,digital_exams_glossary,digital-exams,glossary,draft,التغذية الراجعة الفورية,,الاختبارات الرقمية,130,False,True,
digital-exams-glossary-interleaving,content-source/_normalized/digital-exams/glossary/digital-exams-glossary-interleaving.json,digital_exams_glossary,digital-exams,glossary,draft,التشابك المعرفي,,الاختبارات الرقمية,140,False,True,
digital-exams-glossary-item-01,content-source/_normalized/digital-exams/glossary/digital-exams-glossary-item-01.json,digital_exams_glossary,digital-exams,glossary,draft,إدارة الوقت,Item 01,الاختبارات الرقمية,310,False,True,
digital-exams-glossary-item-02,content-source/_normalized/digital-exams/glossary/digital-exams-glossary-item-02.json,digital_exams_glossary,digital-exams,glossary,draft,استبعاد المشتتات,Item 02,الاختبارات الرقمية,320,False,True,
digital-exams-glossary-item-03,content-source/_normalized/digital-exams/glossary/digital-exams-glossary-item-03.json,digital_exams_glossary,digital-exams,glossary,draft,المراجعة السريعة,Item 03,الاختبارات الرقمية,330,False,True,
digital-exams-glossary-item-04,content-source/_normalized/digital-exams/glossary/digital-exams-glossary-item-04.json,digital_exams_glossary,digital-exams,glossary,draft,قلق الاختبار,Item 04,الاختبارات الرقمية,340,False,True,
digital-exams-glossary-item-05,content-source/_normalized/digital-exams/glossary/digital-exams-glossary-item-05.json,digital_exams_glossary,digital-exams,glossary,draft,الكلمات المفتاحية,Item 05,الاختبارات الرقمية,350,False,True,
digital-exams-glossary-item-06,content-source/_normalized/digital-exams/glossary/digital-exams-glossary-item-06.json,digital_exams_glossary,digital-exams,glossary,draft,الاختبار التجريبي,Item 06,الاختبارات الرقمية,360,False,True,
digital-exams-glossary-item-07,content-source/_normalized/digital-exams/glossary/digital-exams-glossary-item-07.json,digital_exams_glossary,digital-exams,glossary,draft,التخمين المدروس,Item 07,الاختبارات الرقمية,370,False,True,
digital-exams-glossary-item-08,content-source/_normalized/digital-exams/glossary/digital-exams-glossary-item-08.json,digital_exams_glossary,digital-exams,glossary,draft,المحاكاة,Item 08,الاختبارات الرقمية,380,False,True,
digital-exams-glossary-item-09,content-source/_normalized/digital-exams/glossary/digital-exams-glossary-item-09.json,digital_exams_glossary,digital-exams,glossary,draft,التغذية الراجعة,Item 09,الاختبارات الرقمية,390,False,True,
digital-exams-glossary-item-10,content-source/_normalized/digital-exams/glossary/digital-exams-glossary-item-10.json,digital_exams_glossary,digital-exams,glossary,draft,الأسئلة المقالية,Item 10,الاختبارات الرقمية,400,False,True,
digital-exams-glossary-item-11,content-source/_normalized/digital-exams/glossary/digital-exams-glossary-item-11.json,digital_exams_glossary,digital-exams,glossary,draft,اختيار من متعدد,Item 11,الاختبارات الرقمية,410,False,True,
digital-exams-glossary-item-12,content-source/_normalized/digital-exams/glossary/digital-exams-glossary-item-12.json,digital_exams_glossary,digital-exams,glossary,draft,الصواب والخطأ,Item 12,الاختبارات الرقمية,420,False,True,
digital-exams-glossary-item-13,content-source/_normalized/digital-exams/glossary/digital-exams-glossary-item-13.json,digital_exams_glossary,digital-exams,glossary,draft,تخطي الأسئلة,Item 13,الاختبارات الرقمية,430,False,True,
digital-exams-glossary-item-14,content-source/_normalized/digital-exams/glossary/digital-exams-glossary-item-14.json,digital_exams_glossary,digital-exams,glossary,draft,التنفس العميق,Item 14,الاختبارات الرقمية,440,False,True,
digital-exams-glossary-item-15,content-source/_normalized/digital-exams/glossary/digital-exams-glossary-item-15.json,digital_exams_glossary,digital-exams,glossary,draft,الاستعداد المسبق,Item 15,الاختبارات الرقمية,450,False,True,
digital-exams-glossary-item-16,content-source/_normalized/digital-exams/glossary/digital-exams-glossary-item-16.json,digital_exams_glossary,digital-exams,glossary,draft,تظليل الإجابات,Item 16,الاختبارات الرقمية,460,False,True,
digital-exams-glossary-item-17,content-source/_normalized/digital-exams/glossary/digital-exams-glossary-item-17.json,digital_exams_glossary,digital-exams,glossary,draft,مراجعة الإجابات,Item 17,الاختبارات الرقمية,470,False,True,
digital-exams-glossary-item-18,content-source/_normalized/digital-exams/glossary/digital-exams-glossary-item-18.json,digital_exams_glossary,digital-exams,glossary,draft,المشتتات,Item 18,الاختبارات الرقمية,480,False,True,
digital-exams-glossary-item-19,content-source/_normalized/digital-exams/glossary/digital-exams-glossary-item-19.json,digital_exams_glossary,digital-exams,glossary,draft,الأسئلة المركبة,Item 19,الاختبارات الرقمية,490,False,True,
digital-exams-glossary-item-20,content-source/_normalized/digital-exams/glossary/digital-exams-glossary-item-20.json,digital_exams_glossary,digital-exams,glossary,draft,التركيز,Item 20,الاختبارات الرقمية,500,False,True,
digital-exams-glossary-keywords,content-source/_normalized/digital-exams/glossary/digital-exams-glossary-keywords.json,digital_exams_glossary,digital-exams,glossary,draft,الكلمات المفتاحية,,الاختبارات الرقمية,150,False,True,
digital-exams-glossary-last-days-plan,content-source/_normalized/digital-exams/glossary/digital-exams-glossary-last-days-plan.json,digital_exams_glossary,digital-exams,glossary,draft,خطة الأيام الأخيرة,,الاختبارات الرقمية,160,False,True,
digital-exams-glossary-learning-from-slips,content-source/_normalized/digital-exams/glossary/digital-exams-glossary-learning-from-slips.json,digital_exams_glossary,digital-exams,glossary,draft,التعلم من الزلات,,الاختبارات الرقمية,170,False,True,
digital-exams-glossary-mistake-log,content-source/_normalized/digital-exams/glossary/digital-exams-glossary-mistake-log.json,digital_exams_glossary,digital-exams,glossary,draft,سجل الأخطاء,,الاختبارات الرقمية,180,False,True,
digital-exams-glossary-mock-exams,content-source/_normalized/digital-exams/glossary/digital-exams-glossary-mock-exams.json,digital_exams_glossary,digital-exams,glossary,draft,الاختبارات التجريبية,,الاختبارات الرقمية,190,False,True,
digital-exams-glossary-negative-tools,content-source/_normalized/digital-exams/glossary/digital-exams-glossary-negative-tools.json,digital_exams_glossary,digital-exams,glossary,draft,أدوات النفي والاستثناء,,الاختبارات الرقمية,200,False,True,
digital-exams-glossary-performance-dashboard,content-source/_normalized/digital-exams/glossary/digital-exams-glossary-performance-dashboard.json,digital_exams_glossary,digital-exams,glossary,draft,لوحة الأداء,,الاختبارات الرقمية,210,False,True,
digital-exams-glossary-post-exam-eval,content-source/_normalized/digital-exams/glossary/digital-exams-glossary-post-exam-eval.json,digital_exams_glossary,digital-exams,glossary,draft,التقييم البعدي,,الاختبارات الرقمية,220,False,True,
digital-exams-glossary-progress-analytics,content-source/_normalized/digital-exams/glossary/digital-exams-glossary-progress-analytics.json,digital_exams_glossary,digital-exams,glossary,draft,تحليلات التقدم,,الاختبارات الرقمية,230,False,True,
digital-exams-glossary-random-practice,content-source/_normalized/digital-exams/glossary/digital-exams-glossary-random-practice.json,digital_exams_glossary,digital-exams,glossary,draft,الممارسة العشوائية,,الاختبارات الرقمية,240,False,True,
digital-exams-glossary-root-question-analysis,content-source/_normalized/digital-exams/glossary/digital-exams-glossary-root-question-analysis.json,digital_exams_glossary,digital-exams,glossary,draft,تحليل جذر السؤال,,الاختبارات الرقمية,250,False,True,
digital-exams-glossary-rushing-errors,content-source/_normalized/digital-exams/glossary/digital-exams-glossary-rushing-errors.json,digital_exams_glossary,digital-exams,glossary,draft,أخطاء التسرع,,الاختبارات الرقمية,260,False,True,
digital-exams-glossary-spaced-revision,content-source/_normalized/digital-exams/glossary/digital-exams-glossary-spaced-revision.json,digital_exams_glossary,digital-exams,glossary,draft,المراجعة المتباعدة,,الاختبارات الرقمية,270,False,True,
digital-exams-glossary-tech-check,content-source/_normalized/digital-exams/glossary/digital-exams-glossary-tech-check.json,digital_exams_glossary,digital-exams,glossary,draft,الفحص التقني المسبق,,الاختبارات الرقمية,280,False,True,
digital-exams-glossary-time-allocation,content-source/_normalized/digital-exams/glossary/digital-exams-glossary-time-allocation.json,digital_exams_glossary,digital-exams,glossary,draft,تخصيص الوقت,,الاختبارات الرقمية,290,False,True,
