portal,content_type,file_path,issue_code,severity,field,current_value_sample,expected_rule,recommended_fix_type,notes
career,glossary,career/glossary/career-glossary-remote-work-skills.json,MISSING_FIELD,HIGH,category,,"_templates/ requires ""category""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
career,glossary,career/glossary/career-glossary-remote-work-skills.json,MISSING_FIELD,MEDIUM,featured,,"_templates/ requires ""featured""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
career,glossary,career/glossary/career-glossary-remote-work-skills.json,MISSING_FIELD,MEDIUM,tags,,"_templates/ requires ""tags""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
career,glossary,career/glossary/career-glossary-remote-work-skills.json,MISSING_FIELD,HIGH,sort_order,,"_templates/ requires ""sort_order""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
career,glossary,career/glossary/career-glossary-reskilling.json,MISSING_FIELD,HIGH,title_en,,"_templates/ requires ""title_en""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
career,glossary,career/glossary/career-glossary-reskilling.json,MISSING_FIELD,HIGH,category,,"_templates/ requires ""category""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
career,glossary,career/glossary/career-glossary-reskilling.json,MISSING_FIELD,MEDIUM,featured,,"_templates/ requires ""featured""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
career,glossary,career/glossary/career-glossary-reskilling.json,MISSING_FIELD,MEDIUM,tags,,"_templates/ requires ""tags""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
career,glossary,career/glossary/career-glossary-reskilling.json,MISSING_FIELD,HIGH,sort_order,,"_templates/ requires ""sort_order""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
career,glossary,career/glossary/career-glossary-salary-negotiation.json,MISSING_FIELD,HIGH,title_en,,"_templates/ requires ""title_en""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
career,glossary,career/glossary/career-glossary-salary-negotiation.json,MISSING_FIELD,HIGH,category,,"_templates/ requires ""category""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
career,glossary,career/glossary/career-glossary-salary-negotiation.json,MISSING_FIELD,MEDIUM,featured,,"_templates/ requires ""featured""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
career,glossary,career/glossary/career-glossary-salary-negotiation.json,MISSING_FIELD,MEDIUM,tags,,"_templates/ requires ""tags""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
career,glossary,career/glossary/career-glossary-salary-negotiation.json,MISSING_FIELD,HIGH,sort_order,,"_templates/ requires ""sort_order""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
career,glossary,career/glossary/career-glossary-skill-gap-analysis.json,MISSING_FIELD,HIGH,title_en,,"_templates/ requires ""title_en""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
career,glossary,career/glossary/career-glossary-skill-gap-analysis.json,MISSING_FIELD,HIGH,category,,"_templates/ requires ""category""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
career,glossary,career/glossary/career-glossary-skill-gap-analysis.json,MISSING_FIELD,MEDIUM,featured,,"_templates/ requires ""featured""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
career,glossary,career/glossary/career-glossary-skill-gap-analysis.json,MISSING_FIELD,MEDIUM,tags,,"_templates/ requires ""tags""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
career,glossary,career/glossary/career-glossary-skill-gap-analysis.json,MISSING_FIELD,HIGH,sort_order,,"_templates/ requires ""sort_order""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
career,glossary,career/glossary/career-glossary-soft-skills.json,MISSING_FIELD,HIGH,title_en,,"_templates/ requires ""title_en""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
career,glossary,career/glossary/career-glossary-soft-skills.json,MISSING_FIELD,HIGH,category,,"_templates/ requires ""category""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
career,glossary,career/glossary/career-glossary-soft-skills.json,MISSING_FIELD,MEDIUM,featured,,"_templates/ requires ""featured""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
career,glossary,career/glossary/career-glossary-soft-skills.json,MISSING_FIELD,MEDIUM,tags,,"_templates/ requires ""tags""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
career,glossary,career/glossary/career-glossary-soft-skills.json,MISSING_FIELD,HIGH,sort_order,,"_templates/ requires ""sort_order""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
career,glossary,career/glossary/career-glossary-star-method.json,MISSING_FIELD,HIGH,title_en,,"_templates/ requires ""title_en""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
career,glossary,career/glossary/career-glossary-star-method.json,MISSING_FIELD,HIGH,category,,"_templates/ requires ""category""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
career,glossary,career/glossary/career-glossary-star-method.json,MISSING_FIELD,MEDIUM,featured,,"_templates/ requires ""featured""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
career,glossary,career/glossary/career-glossary-star-method.json,MISSING_FIELD,MEDIUM,tags,,"_templates/ requires ""tags""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
career,glossary,career/glossary/career-glossary-star-method.json,MISSING_FIELD,HIGH,sort_order,,"_templates/ requires ""sort_order""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
career,glossary,career/glossary/career-glossary-transferable-skills.json,MISSING_FIELD,HIGH,title_en,,"_templates/ requires ""title_en""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
career,glossary,career/glossary/career-glossary-transferable-skills.json,MISSING_FIELD,HIGH,category,,"_templates/ requires ""category""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
career,glossary,career/glossary/career-glossary-transferable-skills.json,MISSING_FIELD,MEDIUM,featured,,"_templates/ requires ""featured""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
career,glossary,career/glossary/career-glossary-transferable-skills.json,MISSING_FIELD,MEDIUM,tags,,"_templates/ requires ""tags""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
career,glossary,career/glossary/career-glossary-transferable-skills.json,MISSING_FIELD,HIGH,sort_order,,"_templates/ requires ""sort_order""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
career,glossary,career/glossary/career-glossary-upskilling.json,MISSING_FIELD,HIGH,title_en,,"_templates/ requires ""title_en""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
career,glossary,career/glossary/career-glossary-upskilling.json,MISSING_FIELD,HIGH,category,,"_templates/ requires ""category""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
career,glossary,career/glossary/career-glossary-upskilling.json,MISSING_FIELD,MEDIUM,featured,,"_templates/ requires ""featured""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
career,glossary,career/glossary/career-glossary-upskilling.json,MISSING_FIELD,MEDIUM,tags,,"_templates/ requires ""tags""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
career,glossary,career/glossary/career-glossary-upskilling.json,MISSING_FIELD,HIGH,sort_order,,"_templates/ requires ""sort_order""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
career,glossary,career/glossary/career-glossary-work-life-balance.json,MISSING_FIELD,HIGH,title_en,,"_templates/ requires ""title_en""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
career,glossary,career/glossary/career-glossary-work-life-balance.json,MISSING_FIELD,HIGH,category,,"_templates/ requires ""category""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
career,glossary,career/glossary/career-glossary-work-life-balance.json,MISSING_FIELD,MEDIUM,featured,,"_templates/ requires ""featured""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
career,glossary,career/glossary/career-glossary-work-life-balance.json,MISSING_FIELD,MEDIUM,tags,,"_templates/ requires ""tags""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
career,glossary,career/glossary/career-glossary-work-life-balance.json,MISSING_FIELD,HIGH,sort_order,,"_templates/ requires ""sort_order""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
career,glossary,career/glossary/career_shift.json,ID_FILENAME_MISMATCH,BLOCKER,id,career-shift,"id must equal filename (""career_shift"")",deterministic_normalization,breaks predictable id<->file mapping required by CONTENT_SPEC_V1 section 7
career,glossary,career/glossary/career_shift.json,MISSING_FIELD,HIGH,title_en,,"_templates/ requires ""title_en""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
career,glossary,career/glossary/career_shift.json,MISSING_FIELD,HIGH,category,,"_templates/ requires ""category""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
career,glossary,career/glossary/career_shift.json,MISSING_FIELD,MEDIUM,tags,,"_templates/ requires ""tags""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
career,glossary,career/glossary/career_shift.json,MISSING_FIELD,HIGH,sort_order,,"_templates/ requires ""sort_order""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
career,glossary,career/glossary/career_shift.json,UNEXPECTED_FIELD,LOW,title,"""تغيير المسار المهني""","""title"" is not defined in the matching _templates/ file",deterministic_normalization,"remove, or fold into ""data"" / correct field per CONTENT_SPEC_V1 section 8"
career,glossary,career/glossary/career_shift.json,TITLE_AR_LATIN_ONLY,BLOCKER,title_ar,Career Shift,title_ar must contain Arabic text (CONTENT_SPEC_V1 + RTL rules),deterministic_normalization,"classic inversion signature: value likely belongs in title_en; real Arabic title likely sits in the undocumented ""title"" field"
career,glossary,career/glossary/career_shift.json,TITLE_FIELD_UNDOCUMENTED,LOW,title,تغيير المسار المهني,"""title"" is not defined by CONTENT_SPEC_V1.md or any _templates/*.template.* file",deterministic_normalization,"contains Arabic text -- almost certainly the intended title_ar value, misplaced into an undocumented field"
career,glossary,career/glossary/cover_letter.json,ID_FILENAME_MISMATCH,BLOCKER,id,cover-letter,"id must equal filename (""cover_letter"")",deterministic_normalization,breaks predictable id<->file mapping required by CONTENT_SPEC_V1 section 7
career,glossary,career/glossary/cover_letter.json,MISSING_FIELD,HIGH,title_en,,"_templates/ requires ""title_en""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
career,glossary,career/glossary/cover_letter.json,MISSING_FIELD,HIGH,category,,"_templates/ requires ""category""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
career,glossary,career/glossary/cover_letter.json,MISSING_FIELD,MEDIUM,tags,,"_templates/ requires ""tags""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
career,glossary,career/glossary/cover_letter.json,MISSING_FIELD,HIGH,sort_order,,"_templates/ requires ""sort_order""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
career,glossary,career/glossary/cover_letter.json,UNEXPECTED_FIELD,LOW,title,"""خطاب المقدمة""","""title"" is not defined in the matching _templates/ file",deterministic_normalization,"remove, or fold into ""data"" / correct field per CONTENT_SPEC_V1 section 8"
career,glossary,career/glossary/cover_letter.json,TITLE_AR_LATIN_ONLY,BLOCKER,title_ar,Cover Letter,title_ar must contain Arabic text (CONTENT_SPEC_V1 + RTL rules),deterministic_normalization,"classic inversion signature: value likely belongs in title_en; real Arabic title likely sits in the undocumented ""title"" field"
career,glossary,career/glossary/cover_letter.json,TITLE_FIELD_UNDOCUMENTED,LOW,title,خطاب المقدمة,"""title"" is not defined by CONTENT_SPEC_V1.md or any _templates/*.template.* file",deterministic_normalization,"contains Arabic text -- almost certainly the intended title_ar value, misplaced into an undocumented field"
career,glossary,career/glossary/cv.json,MISSING_FIELD,HIGH,title_en,,"_templates/ requires ""title_en""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
career,glossary,career/glossary/cv.json,MISSING_FIELD,HIGH,category,,"_templates/ requires ""category""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
career,glossary,career/glossary/cv.json,MISSING_FIELD,MEDIUM,tags,,"_templates/ requires ""tags""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
career,glossary,career/glossary/cv.json,MISSING_FIELD,HIGH,sort_order,,"_templates/ requires ""sort_order""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
career,glossary,career/glossary/cv.json,UNEXPECTED_FIELD,LOW,title,"""السيرة الذاتية""","""title"" is not defined in the matching _templates/ file",deterministic_normalization,"remove, or fold into ""data"" / correct field per CONTENT_SPEC_V1 section 8"
career,glossary,career/glossary/cv.json,TITLE_AR_LATIN_ONLY,BLOCKER,title_ar,Cv,title_ar must contain Arabic text (CONTENT_SPEC_V1 + RTL rules),deterministic_normalization,"classic inversion signature: value likely belongs in title_en; real Arabic title likely sits in the undocumented ""title"" field"
career,glossary,career/glossary/cv.json,TITLE_FIELD_UNDOCUMENTED,LOW,title,السيرة الذاتية,"""title"" is not defined by CONTENT_SPEC_V1.md or any _templates/*.template.* file",deterministic_normalization,"contains Arabic text -- almost certainly the intended title_ar value, misplaced into an undocumented field"
career,glossary,career/glossary/elevator_pitch.json,ID_FILENAME_MISMATCH,BLOCKER,id,elevator-pitch,"id must equal filename (""elevator_pitch"")",deterministic_normalization,breaks predictable id<->file mapping required by CONTENT_SPEC_V1 section 7
career,glossary,career/glossary/elevator_pitch.json,MISSING_FIELD,HIGH,title_en,,"_templates/ requires ""title_en""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
career,glossary,career/glossary/elevator_pitch.json,MISSING_FIELD,HIGH,category,,"_templates/ requires ""category""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
career,glossary,career/glossary/elevator_pitch.json,MISSING_FIELD,MEDIUM,tags,,"_templates/ requires ""tags""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
career,glossary,career/glossary/elevator_pitch.json,MISSING_FIELD,HIGH,sort_order,,"_templates/ requires ""sort_order""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
career,glossary,career/glossary/elevator_pitch.json,UNEXPECTED_FIELD,LOW,title,"""الخطاب الموجز""","""title"" is not defined in the matching _templates/ file",deterministic_normalization,"remove, or fold into ""data"" / correct field per CONTENT_SPEC_V1 section 8"
career,glossary,career/glossary/elevator_pitch.json,TITLE_AR_LATIN_ONLY,BLOCKER,title_ar,Elevator Pitch,title_ar must contain Arabic text (CONTENT_SPEC_V1 + RTL rules),deterministic_normalization,"classic inversion signature: value likely belongs in title_en; real Arabic title likely sits in the undocumented ""title"" field"
career,glossary,career/glossary/elevator_pitch.json,TITLE_FIELD_UNDOCUMENTED,LOW,title,الخطاب الموجز,"""title"" is not defined by CONTENT_SPEC_V1.md or any _templates/*.template.* file",deterministic_normalization,"contains Arabic text -- almost certainly the intended title_ar value, misplaced into an undocumented field"
career,glossary,career/glossary/freelance.json,MISSING_FIELD,HIGH,title_en,,"_templates/ requires ""title_en""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
career,glossary,career/glossary/freelance.json,MISSING_FIELD,HIGH,category,,"_templates/ requires ""category""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
career,glossary,career/glossary/freelance.json,MISSING_FIELD,MEDIUM,tags,,"_templates/ requires ""tags""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
career,glossary,career/glossary/freelance.json,MISSING_FIELD,HIGH,sort_order,,"_templates/ requires ""sort_order""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
career,glossary,career/glossary/freelance.json,UNEXPECTED_FIELD,LOW,title,"""العمل الحر""","""title"" is not defined in the matching _templates/ file",deterministic_normalization,"remove, or fold into ""data"" / correct field per CONTENT_SPEC_V1 section 8"
career,glossary,career/glossary/freelance.json,TITLE_AR_LATIN_ONLY,BLOCKER,title_ar,Freelance,title_ar must contain Arabic text (CONTENT_SPEC_V1 + RTL rules),deterministic_normalization,"classic inversion signature: value likely belongs in title_en; real Arabic title likely sits in the undocumented ""title"" field"
career,glossary,career/glossary/freelance.json,TITLE_FIELD_UNDOCUMENTED,LOW,title,العمل الحر,"""title"" is not defined by CONTENT_SPEC_V1.md or any _templates/*.template.* file",deterministic_normalization,"contains Arabic text -- almost certainly the intended title_ar value, misplaced into an undocumented field"
career,glossary,career/glossary/hard_skills.json,ID_FILENAME_MISMATCH,BLOCKER,id,hard-skills,"id must equal filename (""hard_skills"")",deterministic_normalization,breaks predictable id<->file mapping required by CONTENT_SPEC_V1 section 7
career,glossary,career/glossary/hard_skills.json,MISSING_FIELD,HIGH,title_en,,"_templates/ requires ""title_en""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
career,glossary,career/glossary/hard_skills.json,MISSING_FIELD,HIGH,category,,"_templates/ requires ""category""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
career,glossary,career/glossary/hard_skills.json,MISSING_FIELD,MEDIUM,tags,,"_templates/ requires ""tags""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
career,glossary,career/glossary/hard_skills.json,MISSING_FIELD,HIGH,sort_order,,"_templates/ requires ""sort_order""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
career,glossary,career/glossary/hard_skills.json,UNEXPECTED_FIELD,LOW,title,"""المهارات الصلبة""","""title"" is not defined in the matching _templates/ file",deterministic_normalization,"remove, or fold into ""data"" / correct field per CONTENT_SPEC_V1 section 8"
career,glossary,career/glossary/hard_skills.json,TITLE_AR_LATIN_ONLY,BLOCKER,title_ar,Hard Skills,title_ar must contain Arabic text (CONTENT_SPEC_V1 + RTL rules),deterministic_normalization,"classic inversion signature: value likely belongs in title_en; real Arabic title likely sits in the undocumented ""title"" field"
career,glossary,career/glossary/hard_skills.json,TITLE_FIELD_UNDOCUMENTED,LOW,title,المهارات الصلبة,"""title"" is not defined by CONTENT_SPEC_V1.md or any _templates/*.template.* file",deterministic_normalization,"contains Arabic text -- almost certainly the intended title_ar value, misplaced into an undocumented field"
career,glossary,career/glossary/internship.json,MISSING_FIELD,HIGH,title_en,,"_templates/ requires ""title_en""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
career,glossary,career/glossary/internship.json,MISSING_FIELD,HIGH,category,,"_templates/ requires ""category""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
career,glossary,career/glossary/internship.json,MISSING_FIELD,MEDIUM,tags,,"_templates/ requires ""tags""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
career,glossary,career/glossary/internship.json,MISSING_FIELD,HIGH,sort_order,,"_templates/ requires ""sort_order""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
career,glossary,career/glossary/internship.json,UNEXPECTED_FIELD,LOW,title,"""التدريب المهني""","""title"" is not defined in the matching _templates/ file",deterministic_normalization,"remove, or fold into ""data"" / correct field per CONTENT_SPEC_V1 section 8"
career,glossary,career/glossary/internship.json,TITLE_AR_LATIN_ONLY,BLOCKER,title_ar,Internship,title_ar must contain Arabic text (CONTENT_SPEC_V1 + RTL rules),deterministic_normalization,"classic inversion signature: value likely belongs in title_en; real Arabic title likely sits in the undocumented ""title"" field"
career,glossary,career/glossary/internship.json,TITLE_FIELD_UNDOCUMENTED,LOW,title,التدريب المهني,"""title"" is not defined by CONTENT_SPEC_V1.md or any _templates/*.template.* file",deterministic_normalization,"contains Arabic text -- almost certainly the intended title_ar value, misplaced into an undocumented field"
career,glossary,career/glossary/interview.json,MISSING_FIELD,HIGH,title_en,,"_templates/ requires ""title_en""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
career,glossary,career/glossary/interview.json,MISSING_FIELD,HIGH,category,,"_templates/ requires ""category""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
career,glossary,career/glossary/interview.json,MISSING_FIELD,MEDIUM,tags,,"_templates/ requires ""tags""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
career,glossary,career/glossary/interview.json,MISSING_FIELD,HIGH,sort_order,,"_templates/ requires ""sort_order""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
career,glossary,career/glossary/interview.json,UNEXPECTED_FIELD,LOW,title,"""المقابلة الشخصية""","""title"" is not defined in the matching _templates/ file",deterministic_normalization,"remove, or fold into ""data"" / correct field per CONTENT_SPEC_V1 section 8"
career,glossary,career/glossary/interview.json,TITLE_AR_LATIN_ONLY,BLOCKER,title_ar,Interview,title_ar must contain Arabic text (CONTENT_SPEC_V1 + RTL rules),deterministic_normalization,"classic inversion signature: value likely belongs in title_en; real Arabic title likely sits in the undocumented ""title"" field"
career,glossary,career/glossary/interview.json,TITLE_FIELD_UNDOCUMENTED,LOW,title,المقابلة الشخصية,"""title"" is not defined by CONTENT_SPEC_V1.md or any _templates/*.template.* file",deterministic_normalization,"contains Arabic text -- almost certainly the intended title_ar value, misplaced into an undocumented field"
career,glossary,career/glossary/job_description.json,ID_FILENAME_MISMATCH,BLOCKER,id,job-description,"id must equal filename (""job_description"")",deterministic_normalization,breaks predictable id<->file mapping required by CONTENT_SPEC_V1 section 7
career,glossary,career/glossary/job_description.json,MISSING_FIELD,HIGH,title_en,,"_templates/ requires ""title_en""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
career,glossary,career/glossary/job_description.json,MISSING_FIELD,HIGH,category,,"_templates/ requires ""category""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
career,glossary,career/glossary/job_description.json,MISSING_FIELD,MEDIUM,tags,,"_templates/ requires ""tags""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
career,glossary,career/glossary/job_description.json,MISSING_FIELD,HIGH,sort_order,,"_templates/ requires ""sort_order""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
career,glossary,career/glossary/job_description.json,UNEXPECTED_FIELD,LOW,title,"""الوصف الوظيفي""","""title"" is not defined in the matching _templates/ file",deterministic_normalization,"remove, or fold into ""data"" / correct field per CONTENT_SPEC_V1 section 8"
career,glossary,career/glossary/job_description.json,TITLE_AR_LATIN_ONLY,BLOCKER,title_ar,Job Description,title_ar must contain Arabic text (CONTENT_SPEC_V1 + RTL rules),deterministic_normalization,"classic inversion signature: value likely belongs in title_en; real Arabic title likely sits in the undocumented ""title"" field"
career,glossary,career/glossary/job_description.json,TITLE_FIELD_UNDOCUMENTED,LOW,title,الوصف الوظيفي,"""title"" is not defined by CONTENT_SPEC_V1.md or any _templates/*.template.* file",deterministic_normalization,"contains Arabic text -- almost certainly the intended title_ar value, misplaced into an undocumented field"
career,glossary,career/glossary/linkedin.json,MISSING_FIELD,HIGH,title_en,,"_templates/ requires ""title_en""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
career,glossary,career/glossary/linkedin.json,MISSING_FIELD,HIGH,category,,"_templates/ requires ""category""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
career,glossary,career/glossary/linkedin.json,MISSING_FIELD,MEDIUM,tags,,"_templates/ requires ""tags""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
career,glossary,career/glossary/linkedin.json,MISSING_FIELD,HIGH,sort_order,,"_templates/ requires ""sort_order""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
career,glossary,career/glossary/linkedin.json,UNEXPECTED_FIELD,LOW,title,"""لينكد إن""","""title"" is not defined in the matching _templates/ file",deterministic_normalization,"remove, or fold into ""data"" / correct field per CONTENT_SPEC_V1 section 8"
career,glossary,career/glossary/linkedin.json,TITLE_AR_LATIN_ONLY,BLOCKER,title_ar,Linkedin,title_ar must contain Arabic text (CONTENT_SPEC_V1 + RTL rules),deterministic_normalization,"classic inversion signature: value likely belongs in title_en; real Arabic title likely sits in the undocumented ""title"" field"
career,glossary,career/glossary/linkedin.json,TITLE_FIELD_UNDOCUMENTED,LOW,title,لينكد إن,"""title"" is not defined by CONTENT_SPEC_V1.md or any _templates/*.template.* file",deterministic_normalization,"contains Arabic text -- almost certainly the intended title_ar value, misplaced into an undocumented field"
career,glossary,career/glossary/mentorship.json,MISSING_FIELD,HIGH,title_en,,"_templates/ requires ""title_en""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
career,glossary,career/glossary/mentorship.json,MISSING_FIELD,HIGH,category,,"_templates/ requires ""category""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
career,glossary,career/glossary/mentorship.json,MISSING_FIELD,MEDIUM,tags,,"_templates/ requires ""tags""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
career,glossary,career/glossary/mentorship.json,MISSING_FIELD,HIGH,sort_order,,"_templates/ requires ""sort_order""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
career,glossary,career/glossary/mentorship.json,UNEXPECTED_FIELD,LOW,title,"""الإرشاد المهني""","""title"" is not defined in the matching _templates/ file",deterministic_normalization,"remove, or fold into ""data"" / correct field per CONTENT_SPEC_V1 section 8"
career,glossary,career/glossary/mentorship.json,TITLE_AR_LATIN_ONLY,BLOCKER,title_ar,Mentorship,title_ar must contain Arabic text (CONTENT_SPEC_V1 + RTL rules),deterministic_normalization,"classic inversion signature: value likely belongs in title_en; real Arabic title likely sits in the undocumented ""title"" field"
career,glossary,career/glossary/mentorship.json,TITLE_FIELD_UNDOCUMENTED,LOW,title,الإرشاد المهني,"""title"" is not defined by CONTENT_SPEC_V1.md or any _templates/*.template.* file",deterministic_normalization,"contains Arabic text -- almost certainly the intended title_ar value, misplaced into an undocumented field"
career,glossary,career/glossary/negotiation.json,MISSING_FIELD,HIGH,title_en,,"_templates/ requires ""title_en""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
career,glossary,career/glossary/negotiation.json,MISSING_FIELD,HIGH,category,,"_templates/ requires ""category""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
career,glossary,career/glossary/negotiation.json,MISSING_FIELD,MEDIUM,tags,,"_templates/ requires ""tags""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
career,glossary,career/glossary/negotiation.json,MISSING_FIELD,HIGH,sort_order,,"_templates/ requires ""sort_order""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
career,glossary,career/glossary/negotiation.json,UNEXPECTED_FIELD,LOW,title,"""التفاوض""","""title"" is not defined in the matching _templates/ file",deterministic_normalization,"remove, or fold into ""data"" / correct field per CONTENT_SPEC_V1 section 8"
career,glossary,career/glossary/negotiation.json,TITLE_AR_LATIN_ONLY,BLOCKER,title_ar,Negotiation,title_ar must contain Arabic text (CONTENT_SPEC_V1 + RTL rules),deterministic_normalization,"classic inversion signature: value likely belongs in title_en; real Arabic title likely sits in the undocumented ""title"" field"
career,glossary,career/glossary/negotiation.json,TITLE_FIELD_UNDOCUMENTED,LOW,title,التفاوض,"""title"" is not defined by CONTENT_SPEC_V1.md or any _templates/*.template.* file",deterministic_normalization,"contains Arabic text -- almost certainly the intended title_ar value, misplaced into an undocumented field"
career,glossary,career/glossary/networking.json,MISSING_FIELD,HIGH,title_en,,"_templates/ requires ""title_en""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
career,glossary,career/glossary/networking.json,MISSING_FIELD,HIGH,category,,"_templates/ requires ""category""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
career,glossary,career/glossary/networking.json,MISSING_FIELD,MEDIUM,tags,,"_templates/ requires ""tags""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
career,glossary,career/glossary/networking.json,MISSING_FIELD,HIGH,sort_order,,"_templates/ requires ""sort_order""",deterministic_normalization,"safe default can be applied (e.g. [], 10, false, """")"
