table,record_id,source_path,fields_generated,fields_skipped_due_to_missing_db_columns,slug_handling,excerpt_ar_handling,status_guard,sql_update_generated,reason
ai_lessons,ai-academy-lesson-advanced-prompting,content-source/_normalized\ai-academy\lessons\ai-academy-lesson-advanced-prompting.md,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,added to data jsonb,status='draft',yes,Syncing normalized value schema-safe
career_glossary,career-glossary-transferable-skills,content-source/_normalized\career\glossary\career-glossary-transferable-skills.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
career_glossary,career-glossary-upskilling,content-source/_normalized\career\glossary\career-glossary-upskilling.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
career_glossary,career-glossary-work-life-balance,content-source/_normalized\career\glossary\career-glossary-work-life-balance.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
career_lessons,career-lesson-ace-the-interview,content-source/_normalized\career\lessons\career-lesson-ace-the-interview.md,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,added to data jsonb,status='draft',yes,Syncing normalized value schema-safe
career_lessons,career-lesson-ai-in-job-search,content-source/_normalized\career\lessons\career-lesson-ai-in-job-search.md,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,added to data jsonb,status='draft',yes,Syncing normalized value schema-safe
career_lessons,career-lesson-building-proof-of-work,content-source/_normalized\career\lessons\career-lesson-building-proof-of-work.md,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,added to data jsonb,status='draft',yes,Syncing normalized value schema-safe
career_lessons,career-lesson-career-change-strategies,content-source/_normalized\career\lessons\career-lesson-career-change-strategies.md,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,added to data jsonb,status='draft',yes,Syncing normalized value schema-safe
career_lessons,career-lesson-career-transition,content-source/_normalized\career\lessons\career-lesson-career-transition.md,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,added to data jsonb,status='draft',yes,Syncing normalized value schema-safe
career_lessons,career-lesson-cover-letters-that-stand-out,content-source/_normalized\career\lessons\career-lesson-cover-letters-that-stand-out.md,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,added to data jsonb,status='draft',yes,Syncing normalized value schema-safe
career_lessons,career-lesson-cv-improvement,content-source/_normalized\career\lessons\career-lesson-cv-improvement.md,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,added to data jsonb,status='draft',yes,Syncing normalized value schema-safe
career_lessons,career-lesson-effective-job-search-systems,content-source/_normalized\career\lessons\career-lesson-effective-job-search-systems.md,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,added to data jsonb,status='draft',yes,Syncing normalized value schema-safe
career_lessons,career-lesson-ethical-ai-job-search,content-source/_normalized\career\lessons\career-lesson-ethical-ai-job-search.md,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,added to data jsonb,status='draft',yes,Syncing normalized value schema-safe
career_lessons,career-lesson-interview-preparation-guide,content-source/_normalized\career\lessons\career-lesson-interview-preparation-guide.md,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,added to data jsonb,status='draft',yes,Syncing normalized value schema-safe
career_lessons,career-lesson-linkedin-mastery,content-source/_normalized\career\lessons\career-lesson-linkedin-mastery.md,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,added to data jsonb,status='draft',yes,Syncing normalized value schema-safe
career_lessons,career-lesson-linkedin-profile-optimization,content-source/_normalized\career\lessons\career-lesson-linkedin-profile-optimization.md,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,added to data jsonb,status='draft',yes,Syncing normalized value schema-safe
career_lessons,career-lesson-mastering-star-stories,content-source/_normalized\career\lessons\career-lesson-mastering-star-stories.md,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,added to data jsonb,status='draft',yes,Syncing normalized value schema-safe
career_lessons,career-lesson-networking-messaging,content-source/_normalized\career\lessons\career-lesson-networking-messaging.md,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,added to data jsonb,status='draft',yes,Syncing normalized value schema-safe
career_lessons,career-lesson-perfect-cv,content-source/_normalized\career\lessons\career-lesson-perfect-cv.md,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,added to data jsonb,status='draft',yes,Syncing normalized value schema-safe
career_lessons,career-lesson-portfolio-evidence,content-source/_normalized\career\lessons\career-lesson-portfolio-evidence.md,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,added to data jsonb,status='draft',yes,Syncing normalized value schema-safe
career_lessons,career-lesson-remote-work-readiness,content-source/_normalized\career\lessons\career-lesson-remote-work-readiness.md,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,added to data jsonb,status='draft',yes,Syncing normalized value schema-safe
career_lessons,career-lesson-salary-negotiation-basics,content-source/_normalized\career\lessons\career-lesson-salary-negotiation-basics.md,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,added to data jsonb,status='draft',yes,Syncing normalized value schema-safe
career_lessons,career-lesson-skill-gap-planning,content-source/_normalized\career\lessons\career-lesson-skill-gap-planning.md,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,added to data jsonb,status='draft',yes,Syncing normalized value schema-safe
career_lessons,career-lesson-star-method-guide,content-source/_normalized\career\lessons\career-lesson-star-method-guide.md,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,added to data jsonb,status='draft',yes,Syncing normalized value schema-safe
career_prompts,career-prompt-achievements-bullet-points,content-source/_normalized\career\prompts\career-prompt-achievements-bullet-points.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
career_prompts,career-prompt-career-growth-discussion,content-source/_normalized\career\prompts\career-prompt-career-growth-discussion.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
career_prompts,career-prompt-career-shift-plan-2,content-source/_normalized\career\prompts\career-prompt-career-shift-plan-2.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
career_prompts,career-prompt-career-shift-plan,content-source/_normalized\career\prompts\career-prompt-career-shift-plan.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
career_prompts,career-prompt-cover-letter-gen,content-source/_normalized\career\prompts\career-prompt-cover-letter-gen.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
career_prompts,career-prompt-cover-letter-generation,content-source/_normalized\career\prompts\career-prompt-cover-letter-generation.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
career_prompts,career-prompt-cv-review,content-source/_normalized\career\prompts\career-prompt-cv-review.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
career_prompts,career-prompt-cv-tailoring,content-source/_normalized\career\prompts\career-prompt-cv-tailoring.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
career_prompts,career-prompt-elevator-pitch-creation,content-source/_normalized\career\prompts\career-prompt-elevator-pitch-creation.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
career_prompts,career-prompt-ethical-ai-application,content-source/_normalized\career\prompts\career-prompt-ethical-ai-application.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
career_prompts,career-prompt-follow-up-after-interview,content-source/_normalized\career\prompts\career-prompt-follow-up-after-interview.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
career_prompts,career-prompt-freelance-proposal,content-source/_normalized\career\prompts\career-prompt-freelance-proposal.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
career_prompts,career-prompt-handling-rejection,content-source/_normalized\career\prompts\career-prompt-handling-rejection.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
career_prompts,career-prompt-interview-prep-star,content-source/_normalized\career\prompts\career-prompt-interview-prep-star.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
career_prompts,career-prompt-interview-prep,content-source/_normalized\career\prompts\career-prompt-interview-prep.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
career_prompts,career-prompt-job-search-keywords,content-source/_normalized\career\prompts\career-prompt-job-search-keywords.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
career_prompts,career-prompt-linkedin-summary-2,content-source/_normalized\career\prompts\career-prompt-linkedin-summary-2.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
career_prompts,career-prompt-linkedin-summary,content-source/_normalized\career\prompts\career-prompt-linkedin-summary.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
career_prompts,career-prompt-mock-interview-simulation,content-source/_normalized\career\prompts\career-prompt-mock-interview-simulation.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
career_prompts,career-prompt-networking-message,content-source/_normalized\career\prompts\career-prompt-networking-message.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
career_prompts,career-prompt-networking-msg,content-source/_normalized\career\prompts\career-prompt-networking-msg.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
career_prompts,career-prompt-portfolio-ideas-2,content-source/_normalized\career\prompts\career-prompt-portfolio-ideas-2.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
career_prompts,career-prompt-portfolio-ideas,content-source/_normalized\career\prompts\career-prompt-portfolio-ideas.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
career_prompts,career-prompt-remote-work-readiness,content-source/_normalized\career\prompts\career-prompt-remote-work-readiness.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
career_prompts,career-prompt-resignation-letter,content-source/_normalized\career\prompts\career-prompt-resignation-letter.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
career_prompts,career-prompt-salary-negotiation-script,content-source/_normalized\career\prompts\career-prompt-salary-negotiation-script.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
career_prompts,career-prompt-salary-negotiation,content-source/_normalized\career\prompts\career-prompt-salary-negotiation.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
career_prompts,career-prompt-skill-gap-analysis,content-source/_normalized\career\prompts\career-prompt-skill-gap-analysis.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
career_prompts,career-prompt-skills-gap,content-source/_normalized\career\prompts\career-prompt-skills-gap.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
career_prompts,career-prompt-star-answer,content-source/_normalized\career\prompts\career-prompt-star-answer.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
career_resources,career-resource-behance,content-source/_normalized\career\resources\career-resource-behance.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
career_resources,career-resource-career-advice,content-source/_normalized\career\resources\career-resource-career-advice.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
career_resources,career-resource-coursera,content-source/_normalized\career\resources\career-resource-coursera.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
career_resources,career-resource-cover-letter-examples,content-source/_normalized\career\resources\career-resource-cover-letter-examples.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
career_resources,career-resource-cv-templates,content-source/_normalized\career\resources\career-resource-cv-templates.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
career_resources,career-resource-edx,content-source/_normalized\career\resources\career-resource-edx.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
career_resources,career-resource-github,content-source/_normalized\career\resources\career-resource-github.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
career_resources,career-resource-glassdoor,content-source/_normalized\career\resources\career-resource-glassdoor.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
career_resources,career-resource-harvard-career-services,content-source/_normalized\career\resources\career-resource-harvard-career-services.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
career_resources,career-resource-hunter-io,content-source/_normalized\career\resources\career-resource-hunter-io.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
career_resources,career-resource-indeed,content-source/_normalized\career\resources\career-resource-indeed.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
career_resources,career-resource-interview-query,content-source/_normalized\career\resources\career-resource-interview-query.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
career_resources,career-resource-interview-questions,content-source/_normalized\career\resources\career-resource-interview-questions.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
career_resources,career-resource-job-boards,content-source/_normalized\career\resources\career-resource-job-boards.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
career_resources,career-resource-jobscan,content-source/_normalized\career\resources\career-resource-jobscan.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
career_resources,career-resource-linkedin-guide,content-source/_normalized\career\resources\career-resource-linkedin-guide.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
career_resources,career-resource-linkedin-learning,content-source/_normalized\career\resources\career-resource-linkedin-learning.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
career_resources,career-resource-meetup,content-source/_normalized\career\resources\career-resource-meetup.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
career_resources,career-resource-my-interview-practice,content-source/_normalized\career\resources\career-resource-my-interview-practice.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
career_resources,career-resource-novoresume,content-source/_normalized\career\resources\career-resource-novoresume.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
career_resources,career-resource-payscale,content-source/_normalized\career\resources\career-resource-payscale.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
career_resources,career-resource-portfolio-builder,content-source/_normalized\career\resources\career-resource-portfolio-builder.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
career_resources,career-resource-pramp,content-source/_normalized\career\resources\career-resource-pramp.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
career_resources,career-resource-remote-jobs,content-source/_normalized\career\resources\career-resource-remote-jobs.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
career_resources,career-resource-remote-ok,content-source/_normalized\career\resources\career-resource-remote-ok.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
career_resources,career-resource-salary-calculator,content-source/_normalized\career\resources\career-resource-salary-calculator.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
career_resources,career-resource-skills-courses,content-source/_normalized\career\resources\career-resource-skills-courses.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
career_resources,career-resource-the-muse,content-source/_normalized\career\resources\career-resource-the-muse.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
career_resources,career-resource-upwork,content-source/_normalized\career\resources\career-resource-upwork.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
career_resources,career-resource-zety,content-source/_normalized\career\resources\career-resource-zety.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
digital_exams_glossary,digital-exams-glossary-adaptive-generation,content-source/_normalized\digital-exams\glossary\digital-exams-glossary-adaptive-generation.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
digital_exams_glossary,digital-exams-glossary-certainty-assessment,content-source/_normalized\digital-exams\glossary\digital-exams-glossary-certainty-assessment.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
digital_exams_glossary,digital-exams-glossary-cognitive-reframing,content-source/_normalized\digital-exams\glossary\digital-exams-glossary-cognitive-reframing.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
digital_exams_glossary,digital-exams-glossary-confidence-calibration,content-source/_normalized\digital-exams\glossary\digital-exams-glossary-confidence-calibration.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
digital_exams_glossary,digital-exams-glossary-deep-breathing,content-source/_normalized\digital-exams\glossary\digital-exams-glossary-deep-breathing.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
digital_exams_glossary,digital-exams-glossary-distractors,content-source/_normalized\digital-exams\glossary\digital-exams-glossary-distractors.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
digital_exams_glossary,digital-exams-glossary-double-checking,content-source/_normalized\digital-exams\glossary\digital-exams-glossary-double-checking.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
digital_exams_glossary,digital-exams-glossary-educated-guess,content-source/_normalized\digital-exams\glossary\digital-exams-glossary-educated-guess.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
digital_exams_glossary,digital-exams-glossary-elimination-strategy,content-source/_normalized\digital-exams\glossary\digital-exams-glossary-elimination-strategy.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
digital_exams_glossary,digital-exams-glossary-environmental-readiness,content-source/_normalized\digital-exams\glossary\digital-exams-glossary-environmental-readiness.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
digital_exams_glossary,digital-exams-glossary-exam-simulation,content-source/_normalized\digital-exams\glossary\digital-exams-glossary-exam-simulation.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
digital_exams_glossary,digital-exams-glossary-gap-analysis,content-source/_normalized\digital-exams\glossary\digital-exams-glossary-gap-analysis.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
digital_exams_glossary,digital-exams-glossary-instant-feedback,content-source/_normalized\digital-exams\glossary\digital-exams-glossary-instant-feedback.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
digital_exams_glossary,digital-exams-glossary-interleaving,content-source/_normalized\digital-exams\glossary\digital-exams-glossary-interleaving.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
digital_exams_glossary,digital-exams-glossary-item-01,content-source/_normalized\digital-exams\glossary\digital-exams-glossary-item-01.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
digital_exams_glossary,digital-exams-glossary-item-02,content-source/_normalized\digital-exams\glossary\digital-exams-glossary-item-02.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
digital_exams_glossary,digital-exams-glossary-item-03,content-source/_normalized\digital-exams\glossary\digital-exams-glossary-item-03.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
digital_exams_glossary,digital-exams-glossary-item-04,content-source/_normalized\digital-exams\glossary\digital-exams-glossary-item-04.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
digital_exams_glossary,digital-exams-glossary-item-05,content-source/_normalized\digital-exams\glossary\digital-exams-glossary-item-05.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
digital_exams_glossary,digital-exams-glossary-item-06,content-source/_normalized\digital-exams\glossary\digital-exams-glossary-item-06.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
digital_exams_glossary,digital-exams-glossary-item-07,content-source/_normalized\digital-exams\glossary\digital-exams-glossary-item-07.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
digital_exams_glossary,digital-exams-glossary-item-08,content-source/_normalized\digital-exams\glossary\digital-exams-glossary-item-08.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
digital_exams_glossary,digital-exams-glossary-item-09,content-source/_normalized\digital-exams\glossary\digital-exams-glossary-item-09.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
digital_exams_glossary,digital-exams-glossary-item-10,content-source/_normalized\digital-exams\glossary\digital-exams-glossary-item-10.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
digital_exams_glossary,digital-exams-glossary-item-11,content-source/_normalized\digital-exams\glossary\digital-exams-glossary-item-11.json,content_type; title_en; portal_id; status; data; title_ar,slug; excerpt_ar; excerpt_en,added to data jsonb,not present in source,status='draft',yes,Syncing normalized value schema-safe
